Chunk_ID,Size_Bytes,SignTime_uS,VerifyTime_uS,Valid
1,4096,180,550.20,True
2,4096,105,298.40,True
3,4096,132,725.50,True
4,4096,132,357.80,True
5,4096,158,553.60,True
6,4096,133,266.90,True
7,4096,142,339.80,True
8,4096,134,341.60,True
9,4096,152,406.10,True
10,4096,142,356.90,True
11,4096,134,328.20,True
12,4096,135,294.70,True
13,4096,133,533.90,True
14,4096,161,385.00,True
15,4096,133,425.90,True
16,4096,199,397.50,True
17,4096,142,182.50,True
18,4096,130,261.80,True
19,4096,132,272.80,True
20,4096,203,133.50,True
21,4096,203,317.50,True
22,4096,132,379.70,True
23,4096,139,570.00,True
24,4096,170,363.80,True
25,4096,115,314.70,True
26,4096,140,261.10,True
27,4096,140,333.40,True
28,4096,121,239.50,True
29,4096,95,465.60,True
30,4096,152,358.70,True
31,4096,100,476.40,True
32,4096,135,344.00,True
33,4096,97,434.10,True
34,4096,134,191.00,True
35,4096,122,570.50,True
36,4096,197,162.40,True
37,4096,119,313.20,True
38,4096,132,174.60,True
39,4096,121,158.50,True
40,4096,96,383.30,True
41,4096,131,460.10,True
42,4096,95,133.50,True
43,4096,130,342.00,True
44,4096,95,364.10,True
45,4096,130,315.10,True
46,4096,109,260.60,True
47,4096,149,588.90,True
48,4096,118,139.00,True
49,4096,95,442.90,True
50,4096,137,140.80,True
51,4096,138,422.20,True
52,4096,2126,383.60,True
53,4096,151,213.10,True
54,4096,118,161.20,True
55,4096,132,384.00,True
56,4096,133,245.50,True
57,4096,96,223.90,True
58,4096,94,104.90,True
59,4096,92,453.30,True
60,4096,91,215.40,True
61,4096,90,118.30,True
62,4096,133,492.40,True
63,4096,132,510.50,True
64,4096,141,489.70,True
65,4096,101,436.10,True
66,4096,136,267.40,True
67,4096,135,616.80,True
68,4096,98,331.60,True
69,4096,137,461.40,True
70,4096,133,271.30,True
71,4096,98,468.50,True
72,4096,144,410.20,True
73,4096,124,442.60,True
74,4096,142,132.60,True
75,4096,135,173.10,True
76,4096,145,132.70,True
77,4096,115,167.20,True
78,4096,138,307.60,True
79,4096,127,450.00,True
80,4096,133,359.00,True
81,4096,3753,454.40,True
82,4096,135,264.80,True
83,4096,113,274.70,True
84,4096,134,205.30,True
85,4096,119,333.90,True
86,4096,135,370.40,True
87,4096,128,436.20,True
88,4096,97,341.70,True
89,4096,138,413.40,True
90,4096,111,106.20,True
91,4096,93,451.20,True
92,4096,132,340.60,True
93,4096,95,156.60,True
94,4096,91,364.90,True
95,4096,100,166.40,True
96,4096,140,129.80,True
97,4096,98,486.50,True
98,4096,134,347.10,True
99,4096,98,452.10,True
100,4096,93,270.30,True
101,4096,156,181.20,True
102,4096,94,362.70,True
103,4096,141,232.50,True
104,4096,103,347.20,True
105,4096,142,192.00,True
106,4096,102,230.50,True
107,4096,134,233.10,True
108,4096,92,153.50,True
109,4096,90,287.10,True
110,4096,136,206.10,True
111,4096,3983,404.50,True
112,4096,132,273.10,True
113,4096,121,458.30,True
114,4096,131,264.10,True
115,4096,118,558.00,True
116,4096,134,275.60,True
117,4096,120,432.60,True
118,4096,134,410.90,True
119,4096,94,360.20,True
120,4096,127,351.40,True
121,4096,114,332.00,True
122,4096,130,274.70,True
123,4096,111,300.20,True
124,4096,92,239.80,True
125,4096,91,259.70,True
126,4096,89,304.60,True
127,4096,90,263.00,True
128,4096,89,229.70,True
129,4096,89,119.00,True
130,4096,122,307.60,True
131,4096,158,367.40,True
132,4096,202,319.20,True
133,4096,142,355.80,True
134,4096,135,182.70,True
135,4096,122,451.90,True
136,4096,150,265.70,True
137,4096,105,597.90,True
138,4096,137,359.90,True
139,4096,134,246.40,True
140,4096,116,272.70,True
141,4096,200,264.60,True
142,4096,96,330.00,True
143,4096,141,310.50,True
144,4096,115,272.70,True
145,4096,129,517.90,True
146,4096,111,135.20,True
147,4096,125,308.10,True
148,4096,128,270.80,True
149,4096,106,177.10,True
150,4096,138,362.30,True
151,4096,117,425.00,True
152,4096,246,469.60,True
153,4096,109,226.70,True
154,4096,132,207.30,True
155,4096,138,330.20,True
156,4096,139,128.40,True
157,4096,201,291.50,True
158,4096,117,182.80,True
159,4096,142,180.00,True
160,4096,137,271.70,True
161,4096,103,180.90,True
162,4096,191,282.20,True
163,4096,120,359.80,True
164,4096,135,418.80,True
165,4096,111,261.40,True
166,4096,144,210.30,True
167,4096,96,321.30,True
168,4096,126,375.40,True
169,4096,98,187.00,True
170,4096,140,158.90,True
171,4096,117,176.60,True
172,4096,185,240.10,True
173,4096,128,258.80,True
174,4096,146,107.90,True
175,4096,130,341.10,True
176,4096,147,109.30,True
177,4096,95,370.10,True
178,4096,137,266.60,True
179,4096,122,429.40,True
180,4096,146,454.00,True
181,4096,124,393.90,True
182,4096,95,125.90,True
183,4096,91,163.50,True
184,4096,91,110.70,True
185,4096,92,223.70,True
186,4096,92,337.80,True
187,4096,90,369.70,True
188,4096,94,149.70,True
189,4096,137,547.40,True
190,4096,138,345.70,True
191,4096,125,191.00,True
192,4096,139,133.50,True
193,4096,136,161.20,True
194,4096,127,130.20,True
195,4096,133,563.60,True
196,4096,119,357.40,True
197,4096,152,503.60,True
198,4096,136,292.60,True
199,4096,3106,347.90,True
200,4096,134,263.20,True
201,4096,101,495.00,True
202,4096,139,178.70,True
203,4096,123,172.40,True
204,4096,156,271.60,True
205,4096,125,460.40,True
206,4096,139,183.10,True
207,4096,122,466.70,True
208,4096,227,135.50,True
209,4096,116,351.10,True
210,4096,127,241.90,True
211,4096,121,201.90,True
212,4096,131,411.00,True
213,4096,131,306.50,True
214,4096,97,134.90,True
215,4096,126,412.70,True
216,4096,111,322.40,True
217,4096,92,447.50,True
218,4096,135,183.20,True
219,4096,354,407.50,True
220,4096,99,233.50,True
221,4096,131,249.80,True
222,4096,155,260.40,True
223,4096,96,351.40,True
224,4096,132,359.20,True
225,4096,322,179.50,True
226,4096,96,362.70,True
227,4096,131,406.40,True
228,4096,120,277.00,True
229,4096,130,441.10,True
230,4096,134,132.50,True
231,4096,5201,214.60,True
232,4096,103,361.90,True
233,4096,132,408.50,True
234,4096,344,373.50,True
235,4096,134,571.00,True
236,4096,96,212.90,True
237,4096,137,266.20,True
238,4096,5138,492.10,True
239,4096,100,465.50,True
240,4096,150,266.20,True
241,4096,95,470.90,True
242,4096,136,380.70,True
243,4096,151,444.30,True
244,4096,132,238.50,True
245,4096,115,276.80,True
246,4096,132,358.00,True
247,4096,111,188.80,True
248,4096,130,356.20,True
249,4096,93,405.10,True
250,4096,90,294.80,True
251,4096,88,346.90,True
252,4096,88,130.50,True
253,4096,88,118.70,True
254,4096,87,105.00,True
255,4096,97,424.80,True
256,4096,130,138.10,True
257,4096,128,339.90,True
258,4096,131,172.40,True
259,4096,128,427.30,True
260,4096,132,268.70,True
261,4096,3975,382.40,True
262,4096,137,133.00,True
263,4096,97,328.90,True
264,4096,134,129.70,True
265,4096,131,362.70,True
266,4096,94,356.70,True
267,4096,128,212.80,True
268,4096,125,222.50,True
269,4096,132,193.70,True
270,4096,127,267.00,True
271,4096,101,195.30,True
272,4096,129,132.20,True
273,4096,114,177.50,True
274,4096,130,201.20,True
275,4096,128,270.20,True
276,4096,119,477.30,True
277,4096,128,218.30,True
278,4096,128,145.40,True
279,4096,128,187.00,True
280,4096,135,442.70,True
281,4096,95,323.40,True
282,4096,129,326.00,True
283,4096,130,223.10,True
284,4096,129,153.60,True
285,4096,117,154.90,True
286,4096,130,107.70,True
287,4096,96,163.50,True
288,4096,91,121.00,True
289,4096,135,438.70,True
290,4096,4884,232.90,True
291,4096,102,182.30,True
292,4096,130,121.30,True
293,4096,135,121.60,True
294,4096,126,427.60,True
295,4096,119,544.10,True
296,4096,92,268.50,True
297,4096,128,474.10,True
298,4096,115,145.10,True
299,4096,126,433.50,True
300,4096,136,276.60,True
301,4096,101,436.80,True
302,4096,95,252.50,True
303,4096,133,266.20,True
304,4096,97,136.90,True
305,4096,133,160.20,True
306,4096,141,154.20,True
307,4096,100,339.00,True
308,4096,127,236.60,True
309,4096,443,269.40,True
310,4096,131,106.90,True
311,4096,121,135.40,True
312,4096,94,107.10,True
313,4096,91,191.10,True
314,4096,91,125.30,True
315,4096,92,222.80,True
316,4096,90,112.00,True
317,4096,90,298.90,True
318,4096,90,240.30,True
319,4096,136,307.50,True
320,4096,130,363.10,True
321,4096,129,173.40,True
322,4096,124,138.10,True
323,4096,128,134.90,True
324,4096,122,209.20,True
325,4096,128,118.50,True
326,4096,310,117.50,True
327,4096,130,226.90,True
328,4096,94,363.30,True
329,4096,131,304.30,True
330,4096,112,132.20,True
331,4096,126,460.80,True
332,4096,132,341.70,True
333,4096,119,337.60,True
334,4096,127,133.10,True
335,4096,123,340.50,True
336,4096,128,264.80,True
337,4096,129,464.70,True
338,4096,128,358.80,True
339,4096,113,330.50,True
340,4096,135,366.40,True
341,4096,116,451.90,True
342,4096,136,365.90,True
343,4096,136,185.40,True
344,4096,123,130.70,True
345,4096,134,331.10,True
