Chunk_ID,Size_Bytes,HashTime_uS,VerifyTime_uS,Valid
1,4096,643004,386504.40,True
2,4096,104935,57855.20,True
3,4096,79987,57108.30,True
4,4096,56508,57601.60,True
5,4096,79169,56831.80,True
6,4096,96128,59105.80,True
7,4096,80374,55360.70,True
8,4096,81837,58723.10,True
9,4096,80856,57908.80,True
10,4096,81175,58596.30,True
11,4096,101404,55760.10,True
12,4096,125496,58899.00,True
13,4096,74642,57682.90,True
14,4096,77986,58356.60,True
15,4096,80099,56078.90,True
16,4096,79810,56691.30,True
17,4096,80008,65049.00,True
18,4096,79913,59460.90,True
19,4096,80339,57466.30,True
20,4096,81996,57919.80,True
21,4096,94310,55537.00,True
22,4096,83394,57012.50,True
23,4096,83853,59567.80,True
24,4096,81310,54125.10,True
25,4096,80042,55197.00,True
26,4096,90439,55015.20,True
27,4096,75589,58578.90,True
28,4096,98614,55258.30,True
29,4096,105301,56060.00,True
30,4096,80677,56130.40,True
31,4096,80832,56012.80,True
32,4096,99869,52395.00,True
33,4096,80591,58130.80,True
34,4096,81605,56398.60,True
35,4096,80333,57311.10,True
36,4096,78179,54585.50,True
37,4096,72932,55970.70,True
38,4096,106766,56162.40,True
39,4096,79751,57841.90,True
40,4096,79458,56064.80,True
41,4096,80589,56720.40,True
42,4096,79929,57569.70,True
43,4096,80446,57429.50,True
44,4096,79659,55324.50,True
45,4096,81080,56580.10,True
46,4096,81317,57860.20,True
47,4096,82976,56631.10,True
48,4096,79009,56830.20,True
49,4096,76567,59433.80,True
50,4096,73124,56724.30,True
51,4096,102812,58736.20,True
52,4096,80161,55674.00,True
53,4096,92286,54628.20,True
54,4096,88827,54737.90,True
55,4096,79653,57819.30,True
56,4096,79523,56230.30,True
57,4096,79791,55308.70,True
58,4096,110469,56422.70,True
59,4096,80895,56365.60,True
60,4096,81773,57335.60,True
61,4096,78787,57197.10,True
62,4096,75437,61770.10,True
63,4096,73029,54055.50,True
64,4096,42120,57828.20,True
65,4096,40882,55141.20,True
66,4096,39106,56220.30,True
67,4096,39938,54101.90,True
68,4096,39113,57103.60,True
69,4096,38859,54521.40,True
70,4096,39047,57024.60,True
71,4096,39640,56554.00,True
72,4096,40055,53553.50,True
73,4096,41138,54463.30,True
74,4096,36613,56909.80,True
75,4096,34815,56021.10,True
76,4096,35106,55324.10,True
77,4096,36519,53062.70,True
78,4096,34511,55383.00,True
79,4096,37084,53058.50,True
80,4096,37047,56748.60,True
81,4096,36473,56565.00,True
82,4096,35508,54041.10,True
83,4096,37785,56545.00,True
84,4096,34386,55634.20,True
85,4096,35735,56530.70,True
