Chunk_ID,Size_Bytes,HashTime_uS,VerifyTime_uS,Valid
1,4096,74624,73662.30,True
2,4096,83893,56472.40,True
3,4096,57161,56662.70,True
4,4096,48004,53676.30,True
5,4096,35175,58612.20,True
6,4096,38221,56414.60,True
7,4096,40942,55327.30,True
8,4096,40229,56273.50,True
9,4096,38596,54124.80,True
10,4096,42318,56027.80,True
11,4096,86926,54743.70,True
12,4096,69212,55295.90,True
13,4096,73317,55251.70,True
14,4096,66908,55337.40,True
15,4096,37793,55651.70,True
16,4096,40663,55017.90,True
17,4096,37729,57541.50,True
18,4096,38577,54926.70,True
19,4096,41373,55487.10,True
20,4096,71821,53614.00,True
21,4096,69323,57137.40,True
22,4096,78542,56962.80,True
23,4096,73591,57371.30,True
24,4096,68480,57013.30,True
25,4096,34921,55955.10,True
26,4096,36304,54121.20,True
27,4096,36703,55920.00,True
28,4096,35591,55264.10,True
29,4096,35450,56055.30,True
30,4096,35041,58291.30,True
31,4096,36385,56125.50,True
32,4096,56767,55289.80,True
33,4096,67828,57049.90,True
34,4096,68656,55304.40,True
35,4096,83167,58974.00,True
36,4096,64484,53846.40,True
37,4096,57227,54454.90,True
38,4096,35049,57722.70,True
39,4096,35918,56168.50,True
40,4096,34792,52438.80,True
41,4096,35927,55936.30,True
42,4096,35199,56585.90,True
43,4096,58402,54922.70,True
44,4096,56039,54174.60,True
45,4096,71079,53698.70,True
46,4096,61236,53966.00,True
47,4096,47911,55976.20,True
48,4096,34814,55760.30,True
49,4096,34885,56249.50,True
50,4096,34242,54304.30,True
51,4096,36308,55514.40,True
52,4096,65744,58530.20,True
53,4096,66832,56748.40,True
54,4096,72945,55741.70,True
55,4096,67771,54623.40,True
56,4096,63892,58031.90,True
57,4096,51455,58453.00,True
58,4096,36950,55249.40,True
59,4096,37194,59106.00,True
60,4096,37454,59210.20,True
61,4096,48935,59727.10,True
62,4096,35817,57693.90,True
63,4096,39855,58756.70,True
64,4096,43733,57652.90,True
65,4096,72033,58593.60,True
66,4096,81038,57269.00,True
67,4096,56698,56275.20,True
68,4096,58200,56313.70,True
69,4096,35923,56666.20,True
70,4096,35967,57242.20,True
71,4096,37576,55412.10,True
72,4096,36283,53949.80,True
73,4096,40725,56719.80,True
74,4096,68338,54214.20,True
75,4096,79694,55913.50,True
76,4096,79800,53709.80,True
77,4096,72521,57536.10,True
78,4096,57876,55266.00,True
79,4096,39662,55216.30,True
80,4096,37008,56101.50,True
81,4096,36055,56631.50,True
82,4096,35692,57368.50,True
83,4096,34747,55728.50,True
84,4096,35442,55113.90,True
85,4096,46609,56086.70,True
86,4096,71203,59381.70,True
87,4096,66491,57061.50,True
88,4096,63968,56329.80,True
89,4096,77074,54543.90,True
90,4096,63258,58094.90,True
91,4096,50579,56503.30,True
92,4096,36400,56279.20,True
93,4096,36073,55455.00,True
94,4096,35719,54410.90,True
95,4096,38460,54912.50,True
96,4096,37527,56320.50,True
97,4096,53488,55512.60,True
98,4096,71281,56923.70,True
99,4096,74378,58192.90,True
100,4096,57381,56164.10,True
101,4096,38864,60333.10,True
102,4096,35144,58553.90,True
103,4096,37868,58678.30,True
