Chunk_ID,Size_Bytes,HashTime_uS,VerifyTime_uS,Valid
1,4096,38682,64731.90,True
2,4096,38844,57272.60,True
3,4096,42525,58707.80,True
4,4096,36700,56768.40,True
5,4096,36929,54880.20,True
6,4096,41110,59422.40,True
7,4096,62081,57848.30,True
8,4096,91909,55674.70,True
9,4096,71727,58045.90,True
10,4096,68692,57843.70,True
11,4096,75145,55994.50,True
12,4096,58100,56914.40,True
13,4096,44510,57400.40,True
14,4096,35897,57330.10,True
15,4096,39146,57828.60,True
16,4096,36859,55958.20,True
17,4096,36566,56457.90,True
18,4096,35839,55698.00,True
19,4096,34755,57392.40,True
20,4096,36458,55814.50,True
21,4096,57420,55960.10,True
22,4096,50403,56624.00,True
23,4096,36638,59399.60,True
24,4096,35110,57981.90,True
25,4096,37069,57483.20,True
26,4096,38842,57852.90,True
27,4096,34383,57629.10,True
28,4096,35070,57554.30,True
29,4096,35865,56344.00,True
30,4096,36581,56278.20,True
31,4096,36763,57565.10,True
32,4096,35808,56240.70,True
33,4096,38086,57861.10,True
34,4096,39342,53621.20,True
35,4096,43532,57640.00,True
36,4096,75924,57589.40,True
37,4096,67876,57258.00,True
38,4096,79238,56544.70,True
39,4096,56597,56984.60,True
40,4096,35592,57682.10,True
41,4096,34773,58237.90,True
42,4096,38516,55751.50,True
43,4096,35707,55684.50,True
44,4096,36745,57145.00,True
45,4096,37084,56939.40,True
46,4096,36377,55469.70,True
47,4096,52698,54435.10,True
48,4096,34747,54964.40,True
49,4096,35863,56623.80,True
50,4096,36063,57781.70,True
51,4096,40279,55197.30,True
52,4096,34872,57366.70,True
53,4096,34553,56862.10,True
54,4096,35137,58557.70,True
55,4096,37342,58362.70,True
56,4096,35107,59081.20,True
57,4096,35161,57492.80,True
58,4096,82450,55155.40,True
59,4096,67876,56413.70,True
60,4096,71894,57086.90,True
61,4096,71821,57305.60,True
62,4096,70724,55955.70,True
63,4096,56951,54158.60,True
64,4096,35849,57768.90,True
65,4096,34504,55816.50,True
66,4096,37302,56328.20,True
67,4096,35858,56165.10,True
68,4096,36927,55221.30,True
69,4096,35585,56050.70,True
70,4096,39936,54406.10,True
71,4096,36611,56743.60,True
72,4096,35840,55373.60,True
73,4096,36844,57826.50,True
74,4096,36665,58907.10,True
75,4096,37647,55199.40,True
76,4096,36994,57073.00,True
77,4096,36124,56477.00,True
78,4096,36233,56645.00,True
79,4096,35951,57413.50,True
80,4096,36449,54973.50,True
81,4096,34731,54638.40,True
82,4096,35937,54668.20,True
83,4096,34710,56258.40,True
84,4096,34726,55038.60,True
85,4096,35341,54687.30,True
86,4096,41355,58434.00,True
87,4096,49742,53513.20,True
88,4096,79040,59167.30,True
89,4096,76559,57395.60,True
90,4096,70570,56656.70,True
91,4096,76892,56469.10,True
92,4096,60322,56726.90,True
93,4096,35611,55358.40,True
94,4096,44827,57180.70,True
95,4096,34479,56016.30,True
96,4096,36056,58172.00,True
97,4096,36415,54385.90,True
98,4096,37308,55549.00,True
99,4096,37632,55895.60,True
100,4096,36110,57267.20,True
101,4096,35433,61307.80,True
102,4096,46306,57579.90,True
103,4096,34983,55644.30,True
104,4096,36646,56525.00,True
105,4096,36365,55765.30,True
106,4096,36425,55609.30,True
107,4096,35190,55654.90,True
108,4096,35128,55899.40,True
109,4096,35460,57549.90,True
110,4096,36308,59280.00,True
111,4096,35154,55938.00,True
112,4096,33510,60487.40,True
113,4096,34984,57904.60,True
114,4096,36752,57563.70,True
115,4096,36005,59397.00,True
116,4096,75832,60418.30,True
117,4096,68470,57358.70,True
118,4096,71224,60474.50,True
119,4096,60043,62806.70,True
120,4096,36057,60808.30,True
121,4096,34946,59378.00,True
122,4096,38170,59319.40,True
123,4096,35666,58639.20,True
124,4096,35357,56859.70,True
125,4096,47699,57237.50,True
126,4096,38860,57475.40,True
127,4096,35940,55325.30,True
128,4096,35954,58421.20,True
129,4096,34513,57909.70,True
130,4096,35301,62088.60,True
131,4096,46790,55055.90,True
132,4096,34157,57403.90,True
133,4096,36827,55636.00,True
134,4096,38682,57658.20,True
135,4096,57722,61108.00,True
136,4096,67215,57272.70,True
137,4096,67872,56024.60,True
138,4096,74756,56370.60,True
139,4096,63725,54803.00,True
140,4096,65697,57298.10,True
141,4096,36627,56148.40,True
142,4096,39580,56748.90,True
143,4096,35385,57841.40,True
144,4096,37216,58477.30,True
145,4096,35731,56616.40,True
146,4096,37610,57690.60,True
147,4096,34863,57003.90,True
148,4096,36932,56351.50,True
149,4096,34869,56807.90,True
150,4096,36342,57534.40,True
151,4096,34826,56245.20,True
152,4096,36662,56351.90,True
153,4096,36240,55712.40,True
154,4096,39636,55736.10,True
155,4096,35875,56039.20,True
156,4096,37182,57237.80,True
157,4096,40493,58239.00,True
158,4096,37970,56510.80,True
159,4096,36174,55672.60,True
160,4096,35296,55068.50,True
