Chunk_ID,Size_Bytes,SignTime_uS,VerifyTime_uS,Valid
1,4096,183,508.50,True
2,4096,117,370.10,True
3,4096,152,339.10,True
4,4096,127,266.40,True
5,4096,139,383.20,True
6,4096,97,133.70,True
7,4096,143,328.10,True
8,4096,97,114.20,True
9,4096,90,309.90,True
10,4096,133,304.40,True
11,4096,232,394.10,True
12,4096,124,265.80,True
13,4096,204,510.20,True
14,4096,119,265.40,True
15,4096,190,614.20,True
16,4096,134,282.00,True
17,4096,114,602.50,True
18,4096,134,375.20,True
19,4096,179,324.90,True
20,4096,143,365.60,True
21,4096,202,422.40,True
22,4096,139,269.60,True
23,4096,96,325.70,True
24,4096,136,354.90,True
25,4096,139,439.80,True
26,4096,95,128.00,True
27,4096,143,409.20,True
28,4096,93,324.20,True
29,4096,132,453.40,True
30,4096,115,364.20,True
31,4096,133,408.50,True
32,4096,121,304.20,True
33,4096,141,501.80,True
34,4096,96,395.30,True
35,4096,141,247.60,True
36,4096,97,106.70,True
37,4096,92,549.50,True
38,4096,146,282.40,True
39,4096,98,152.40,True
40,4096,91,350.60,True
41,4096,137,357.30,True
42,4096,94,269.90,True
43,4096,140,501.70,True
44,4096,133,267.30,True
45,4096,139,335.60,True
46,4096,122,353.20,True
47,4096,142,286.10,True
48,4096,123,341.00,True
49,4096,139,323.70,True
50,4096,96,165.90,True
51,4096,138,454.40,True
52,4096,95,362.30,True
53,4096,134,423.10,True
54,4096,136,268.70,True
55,4096,93,302.00,True
56,4096,89,239.40,True
57,4096,95,258.60,True
58,4096,126,163.90,True
59,4096,96,158.40,True
60,4096,92,105.60,True
61,4096,91,116.70,True
62,4096,129,268.00,True
63,4096,141,556.40,True
64,4096,120,363.90,True
65,4096,133,409.30,True
66,4096,116,252.00,True
67,4096,93,193.70,True
68,4096,133,398.40,True
69,4096,116,579.80,True
70,4096,132,267.10,True
71,4096,92,306.00,True
72,4096,88,352.60,True
73,4096,142,452.60,True
74,4096,134,268.00,True
75,4096,98,300.60,True
76,4096,91,363.20,True
77,4096,132,401.80,True
78,4096,137,266.40,True
79,4096,112,298.60,True
80,4096,93,349.80,True
81,4096,142,340.70,True
82,4096,219,401.20,True
83,4096,180,628.60,True
84,4096,129,109.50,True
85,4096,97,538.00,True
86,4096,142,287.30,True
87,4096,120,549.50,True
88,4096,134,363.40,True
89,4096,208,391.10,True
90,4096,143,450.10,True
91,4096,129,485.40,True
92,4096,139,358.00,True
93,4096,116,321.80,True
94,4096,139,435.20,True
95,4096,101,367.10,True
96,4096,129,172.40,True
97,4096,101,327.20,True
98,4096,130,321.20,True
99,4096,139,301.20,True
100,4096,95,284.20,True
101,4096,132,376.50,True
102,4096,131,386.70,True
103,4096,114,605.40,True
104,4096,134,307.20,True
105,4096,114,225.10,True
106,4096,134,265.20,True
107,4096,135,342.70,True
108,4096,132,387.00,True
109,4096,129,328.00,True
110,4096,133,269.40,True
111,4096,131,456.90,True
112,4096,135,331.60,True
113,4096,107,235.90,True
114,4096,131,343.10,True
115,4096,119,414.80,True
116,4096,138,369.80,True
117,4096,95,176.30,True
118,4096,140,370.50,True
119,4096,103,476.70,True
120,4096,131,136.50,True
121,4096,126,152.30,True
122,4096,94,114.70,True
123,4096,91,115.10,True
124,4096,90,119.10,True
125,4096,91,123.70,True
126,4096,89,105.90,True
127,4096,88,327.20,True
128,4096,144,313.20,True
129,4096,139,614.90,True
130,4096,169,146.50,True
131,4096,138,516.10,True
132,4096,142,382.10,True
133,4096,149,437.30,True
134,4096,110,466.70,True
135,4096,139,269.90,True
136,4096,103,182.60,True
137,4096,140,231.60,True
138,4096,180,177.20,True
139,4096,145,313.20,True
140,4096,129,216.00,True
141,4096,133,552.40,True
142,4096,138,188.10,True
143,4096,135,360.60,True
144,4096,134,179.20,True
145,4096,127,466.70,True
146,4096,138,132.80,True
147,4096,120,353.00,True
148,4096,137,349.00,True
149,4096,139,210.80,True
150,4096,137,142.00,True
151,4096,133,177.60,True
152,4096,104,412.80,True
153,4096,151,215.50,True
154,4096,140,228.10,True
155,4096,133,408.10,True
156,4096,92,349.10,True
157,4096,129,331.70,True
158,4096,117,180.00,True
159,4096,189,483.80,True
160,4096,133,386.90,True
161,4096,135,181.20,True
162,4096,137,291.90,True
163,4096,131,312.10,True
164,4096,150,253.20,True
165,4096,128,399.90,True
166,4096,133,184.50,True
