Chunk_ID,Size_Bytes,SeqNum,HashTime_uS,UploadLatency_uS,FetchLatency_uS,VerifyTime_uS,Valid
1,4096,0,44,433004,811789,22,True
2,4096,1,17,277633,598908,11,True
3,4096,2,16,208075,596134,12,True
4,4096,3,38,287525,593794,9,True
5,4096,4,33,252539,588778,10,True
6,4096,5,29,264037,582248,15,True
7,4096,6,11,187037,594663,10,True
8,4096,7,34,288326,592732,13,True
9,4096,8,12,188459,589105,8,True
10,4096,9,22,179608,609267,12,True
11,4096,10,12,260437,596861,8,True
12,4096,11,32,279820,594818,25,True
13,4096,12,12,201739,605983,11,True
14,4096,13,22,308285,603768,16,True
15,4096,14,10,174955,608882,14,True
16,4096,15,22,180782,600750,9,True
17,4096,16,43,271932,598642,10,True
18,4096,17,18,183748,589110,9,True
19,4096,18,17,262998,606240,14,True
20,4096,19,51,190631,618124,13,True
21,4096,20,40,184401,660959,12,True
22,4096,21,47,205699,610325,24,True
23,4096,22,19,177569,586478,12,True
24,4096,23,51,185423,608573,8,True
25,4096,24,71,177023,602989,9,True
26,4096,25,41,182771,578711,9,True
27,4096,26,51,182032,603674,19,True
28,4096,27,46,183606,594036,9,True
29,4096,28,69,187355,616976,21,True
30,4096,29,40,188709,594777,10,True
31,4096,30,18,187413,582774,12,True
32,4096,31,16,265128,585774,8,True
33,4096,32,15,204507,590204,14,True
34,4096,33,15,180200,606206,9,True
35,4096,34,16,178866,606858,8,True
36,4096,35,16,168758,588969,9,True
37,4096,36,16,185299,654763,12,True
38,4096,37,15,180932,606426,17,True
39,4096,38,49,181770,598477,10,True
40,4096,39,16,177931,605397,15,True
41,4096,40,15,183199,599980,13,True
42,4096,41,15,182495,596314,13,True
43,4096,42,16,271733,594833,14,True
44,4096,43,17,261435,593926,9,True
45,4096,44,35,195590,593024,11,True
46,4096,45,35,181212,615986,12,True
47,4096,46,102,177443,605045,12,True
48,4096,47,48,182671,601388,27,True
49,4096,48,35,184979,613163,14,True
