Chunk_ID,Size_Bytes,SeqNum,HashTime_uS,UploadLatency_uS,FetchLatency_uS,VerifyTime_uS,Valid
1,4096,0,38,182630,658393,20,True
2,4096,1,49,189868,593766,10,True
3,4096,2,78,181812,595426,8,True
4,4096,3,44,185163,596758,9,True
5,4096,4,74,173719,607550,15,True
6,4096,5,40,179852,598334,8,True
7,4096,6,26,185827,590492,11,True
8,4096,7,27,181997,591108,12,True
9,4096,8,40,176022,598059,13,True
10,4096,9,21,191724,604624,10,True
11,4096,10,13,194077,604947,10,True
12,4096,11,32,181283,594080,11,True
13,4096,12,31,185881,597479,9,True
14,4096,13,20,180602,601033,12,True
15,4096,14,12,191006,590249,10,True
16,4096,15,38,181929,596598,12,True
17,4096,16,22,195850,601697,10,True
18,4096,17,23,184243,592432,9,True
19,4096,18,13,185794,598939,9,True
20,4096,19,30,190567,613416,8,True
21,4096,20,22,186124,599150,8,True
22,4096,21,29,193377,587666,10,True
23,4096,22,18,189776,595387,8,True
24,4096,23,39,186695,601158,9,True
25,4096,24,31,179057,586039,11,True
26,4096,25,33,182101,592407,14,True
27,4096,26,22,270702,610032,10,True
28,4096,27,70,183965,583695,8,True
29,4096,28,60,175036,591016,8,True
30,4096,29,30,175762,597215,12,True
31,4096,30,97,172981,586882,12,True
32,4096,31,49,191824,597838,10,True
33,4096,32,60,184168,595010,11,True
34,4096,33,43,185323,606618,9,True
35,4096,34,102,189745,594503,8,True
36,4096,35,49,192797,590964,8,True
37,4096,36,62,187216,585952,10,True
38,4096,37,62,179303,586799,8,True
39,4096,38,47,180091,591584,12,True
40,4096,39,45,181850,594040,8,True
41,4096,40,61,167441,601141,8,True
42,4096,41,45,179066,598105,9,True
43,4096,42,278,174196,605051,9,True
44,4096,43,34,196249,582839,11,True
45,4096,44,32,184581,594685,11,True
46,4096,45,32,177800,615342,11,True
47,4096,46,169,198305,592850,9,True
48,4096,47,40,187718,597274,13,True
49,4096,48,33,182578,610703,8,True
50,4096,49,33,184866,611376,15,True
51,4096,50,59,177864,606794,20,True
52,4096,51,22,204708,655695,18,True
53,4096,52,62,203930,599603,8,True
54,4096,53,46,190722,606316,12,True
55,4096,54,48,181416,597529,8,True
56,4096,55,49,185949,595479,8,True
57,4096,56,60,187482,593297,9,True
58,4096,57,43,191499,609439,8,True
59,4096,58,42,177687,595172,13,True
60,4096,59,15,187372,610411,11,True
61,4096,60,15,177658,604350,9,True
62,4096,61,14,210135,603282,10,True
63,4096,62,15,277174,604714,8,True
64,4096,63,15,172172,597307,8,True
65,4096,64,15,189107,585771,12,True
66,4096,65,14,172636,580783,18,True
67,4096,66,15,180844,598755,14,True
68,4096,67,17,189080,606476,13,True
69,4096,68,15,174322,606459,14,True
70,4096,69,45,187282,632963,13,True
71,4096,70,21,189941,602820,17,True
72,4096,71,16,189969,608314,12,True
73,4096,72,15,185664,606058,8,True
74,4096,73,45,183553,605666,9,True
75,4096,74,16,186306,596011,10,True
76,4096,75,55,182077,623415,8,True
77,4096,76,44,178417,601360,8,True
78,4096,77,46,189640,610913,8,True
79,4096,78,15,189144,596264,12,True
80,4096,79,34,200332,594547,12,True
81,4096,80,33,192967,602237,8,True
82,4096,81,34,188176,598441,12,True
83,4096,82,23,197281,626885,9,True
84,4096,83,37,185277,592359,10,True
85,4096,84,36,5216392,603993,15,True
86,4096,85,43,204812,654749,18,True
87,4096,86,16,205536,631672,12,True
88,4096,87,14,215327,597730,9,True
89,4096,88,15,207111,583516,17,True
90,4096,89,15,222475,619735,19,True
91,4096,90,187,225398,608496,12,True
92,4096,91,48,222414,589378,13,True
93,4096,92,45,201124,591771,12,True
94,4096,93,17,206790,611770,12,True
95,4096,94,16,199269,624001,17,True
96,4096,95,52,205154,604802,8,True
97,4096,96,17,204643,601689,8,True
98,4096,97,47,198337,600781,9,True
99,4096,98,18,204517,615324,18,True
100,4096,99,46,203983,593520,16,True
101,4096,100,19,206654,632928,16,True
102,4096,101,15,201778,645942,9,True
103,4096,102,16,197988,604058,9,True
104,4096,103,16,209460,583751,8,True
105,4096,104,15,194563,595732,11,True
106,4096,105,15,200054,603293,8,True
107,4096,106,22,199732,606465,8,True
108,4096,107,51,218452,600325,8,True
109,4096,108,15,195402,595887,12,True
110,4096,109,46,205123,603915,11,True
111,4096,110,17,199941,584775,8,True
112,4096,111,50,192965,594459,11,True
113,4096,112,18,204031,595489,9,True
114,4096,113,17,193674,601011,9,True
115,4096,114,15,204299,578754,15,True
116,4096,115,16,192908,602658,8,True
117,4096,116,42,200651,583504,8,True
118,4096,117,33,197903,590629,11,True
119,4096,118,32,379725,595303,13,True
120,4096,119,15,192907,601016,9,True
121,4096,120,15,192748,605207,8,True
122,4096,121,15,188547,593072,22,True
123,4096,122,15,191835,584911,9,True
124,4096,123,15,195616,615678,8,True
125,4096,124,14,199413,741291,15,True
126,4096,125,14,190132,594605,13,True
127,4096,126,22,205276,590875,8,True
128,4096,127,14,206037,593915,13,True
129,4096,128,14,204947,595025,12,True
130,4096,129,15,196852,584179,12,True
131,4096,130,16,205167,606106,9,True
132,4096,131,15,197896,591982,10,True
133,4096,132,15,190240,578632,16,True
134,4096,133,15,200547,604976,15,True
135,4096,134,53,203453,646803,15,True
136,4096,135,15,207103,671858,10,True
