Chunk_ID,Size_Bytes,SeqNum,HashTime_uS,UploadLatency_uS,FetchLatency_uS,VerifyTime_uS,Valid
1,4096,15,16,175085,577221,18,True
2,4096,16,34,181541,625988,14,True
3,4096,17,26,196811,589439,8,True
4,4096,18,56,176177,565456,14,True
5,4096,19,14,182872,584497,12,True
6,4096,20,26,174398,612279,12,True
7,4096,21,24,174524,586532,8,True
8,4096,22,39,168967,584721,19,True
9,4096,23,33,180215,587315,8,True
10,4096,24,36,179861,574728,9,True
11,4096,25,37,192863,564317,8,True
12,4096,26,108,176175,574136,9,True
13,4096,27,34,174778,584194,13,True
14,4096,28,37,172609,575430,14,True
15,4096,29,35,181050,561744,13,True
16,4096,30,42,186204,582593,15,True
17,4096,31,18,173094,574956,14,True
18,4096,32,37,179970,570181,8,True
19,4096,33,19,178705,566042,10,True
20,4096,34,72,175538,570814,22,True
21,4096,35,37,181882,579297,10,True
22,4096,36,36,191718,568816,8,True
23,4096,37,37,173219,568655,9,True
24,4096,38,1092,180184,580945,22,True
25,4096,39,39,183292,575495,8,True
26,4096,40,19,171057,565522,12,True
27,4096,41,39,183679,567752,12,True
28,4096,42,187,175495,583931,13,True
29,4096,43,21,175103,580610,8,True
30,4096,44,35,173178,580772,14,True
31,4096,45,38,186826,574485,9,True
32,4096,46,41,179283,577898,9,True
33,4096,47,17,187000,583216,12,True
34,4096,48,18,180778,572685,18,True
35,4096,49,20,178190,568636,11,True
36,4096,50,39,176573,574487,8,True
37,4096,51,16,171960,572973,14,True
38,4096,52,19,189810,592643,9,True
39,4096,53,36,185755,584228,12,True
40,4096,54,17,174151,578684,12,True
41,4096,55,19,178299,588742,8,True
42,4096,56,37,176429,562045,21,True
43,4096,57,37,190279,566991,8,True
44,4096,58,25,182340,573845,9,True
45,4096,59,38,167710,584994,13,True
46,4096,60,36,169236,577418,10,True
47,4096,61,35,173685,578629,8,True
48,4096,62,19,180887,571715,12,True
49,4096,63,18,180496,562250,15,True
50,4096,64,37,174339,574675,9,True
51,4096,65,35,171805,582160,11,True
52,4096,66,19,172398,588663,10,True
53,4096,67,15,171577,590180,12,True
54,4096,68,33,175485,564040,10,True
55,4096,69,33,174096,573556,12,True
56,4096,70,19,173744,581860,8,True
57,4096,71,18,178358,564083,20,True
58,4096,72,32,173636,576258,11,True
59,4096,73,32,172193,581425,9,True
60,4096,74,19,177370,570455,8,True
61,4096,75,18,174647,563298,9,True
62,4096,76,34,178995,565242,19,True
63,4096,77,34,173078,563694,16,True
64,4096,78,81,183134,565403,8,True
65,4096,79,17,175773,566892,12,True
66,4096,80,16,174412,562588,8,True
67,4096,81,18,172769,574002,8,True
68,4096,82,37,167954,564202,8,True
69,4096,83,17,172985,580049,12,True
70,4096,84,17,173583,577015,10,True
71,4096,85,17,172606,573402,9,True
72,4096,86,105,174323,568966,12,True
73,4096,87,18,175943,571524,10,True
74,4096,88,37,171258,585111,13,True
75,4096,89,17,173785,577831,12,True
76,4096,90,17,176340,563204,8,True
77,4096,91,19,175175,565692,14,True
78,4096,92,17,177287,580958,11,True
79,4096,93,16,170396,581448,9,True
80,4096,94,39,174169,579588,8,True
81,4096,95,17,173819,584405,9,True
82,4096,96,18,172852,575176,12,True
83,4096,97,17,169373,576257,8,True
84,4096,98,15,172353,582277,8,True
85,4096,99,16,177277,575057,10,True
86,4096,100,15,172047,564975,8,True
87,4096,101,15,178612,579105,14,True
88,4096,102,31,177348,591947,12,True
89,4096,103,21,173095,585252,9,True
90,4096,104,35,172961,610616,14,True
91,4096,105,15,170167,578436,9,True
92,4096,106,215,168225,566480,12,True
93,4096,107,36,170400,576138,21,True
94,4096,108,34,175790,573065,12,True
95,4096,109,34,173242,568538,12,True
96,4096,110,317,171467,564763,12,True
97,4096,111,19,171725,571914,15,True
98,4096,112,33,169556,565713,21,True
99,4096,113,35,177807,564960,12,True
100,4096,114,27,167855,565819,9,True
101,4096,115,19,188088,579502,9,True
102,4096,116,20,174428,578224,10,True
103,4096,117,21,172650,576591,10,True
104,4096,118,89,176591,579605,11,True
105,4096,119,41,164429,578022,14,True
106,4096,120,20,187418,578388,14,True
107,4096,121,19,177183,580062,13,True
108,4096,122,37,182266,589200,10,True
109,4096,123,21,165771,576551,8,True
110,4096,124,19,162705,584907,10,True
111,4096,125,36,177805,570218,8,True
112,4096,126,53,166337,572626,14,True
113,4096,127,20,181353,591117,8,True
114,4096,128,33,169183,576170,9,True
115,4096,129,19,167356,573671,12,True
116,4096,130,104,173988,580505,9,True
117,4096,131,36,177372,579042,9,True
118,4096,132,19,169497,572410,11,True
119,4096,133,32,166390,568613,8,True
120,4096,134,101,177838,577764,11,True
121,4096,135,36,171146,577766,9,True
122,4096,136,18,172025,584242,16,True
123,4096,137,34,177349,585929,9,True
124,4096,138,31,178242,580349,11,True
125,4096,139,35,182066,588905,10,True
126,4096,140,37,175467,575193,16,True
127,4096,141,19,175929,563547,10,True
128,4096,142,32,171657,564222,13,True
129,4096,143,37,173723,610254,15,True
130,4096,144,37,184577,585962,16,True
